播放天空	F->DL->Music->Filter
唱一首迟来的爱	F->DL->Music->Filter
梅艳芳的歌曲	F->DL->Music->Filter
我要看陀螺	O
你是儿歌唱	O
张北北的拥抱你离去	F->DL->Music->Filter
我姑娘赵薇	O
麻烦大哥我要	O
歌曲你在我身边	F->DL->Music->Filter
播放李满天音乐	O
我们才是朋友	O
我想听周杰伦的龙拳	F->DL->Music->Filter
李玉琴歌曲	F->DL->Music->Filter
dj一生等待	F->DL->Music->Filter
我要听第一个小兔子乖乖	F->DL->Music->Filter
播放绽放	F->DL->Music->Filter
播放终于的歌	F->DL->Music->Filter
也很爱我	O
一生爱你千百回	F->DL->Music->Filter
龙梅子歌曲	F->DL->Music->Filter
我想听远方的我在等你	F->DL->Music->Filter
嗯我要听我要听我要听虫儿飞	F->DL->Music->Filter
播放花十里桃花歌	F->DL->Music->Filter
我想听什么歌好	O
我要凤凰传奇自由飞翔	F->DL->Music->Filter
推荐张韶涵的歌曲	F->DL->Music->Filter
请了两只蝴蝶	F->DL->Music->Filter
你真的不容易	O
他勇敢的心	O
小布娃娃歌	O
张根硕的音乐	F->DL->Music->Filter
唱一首唱一首红尘有缘	F->DL->Music->Filter
我要看安与骑兵-红山果	F->DL->Music->Filter
我要跳兔子舞	O
搜索羽泉祝福	F->DL->Music->Filter
你有什么好歌曲来一首听听	F->DL->Music->Filter
最佳损友一个	O
我要看王小利-好汉歌-国色天香现场版2014/03/15	F->DL->Music->Filter
感谢歌曲	F->DL->Music->Filter
想看小鸡小鸡	F->DL->Music->Filter
金南玲歌曲	F->DL->Music->Filter
播放歌曲郊游	F->DL->Music->Filter
歌曲拥抱着你离去	F->DL->Music->Filter
风中的承诺	F->DL->Music->Filter
哥我们不一样	F->DL->Music->Filter
我不是唱见首歌	O
歌曲我们好像在哪见过	F->DL->Music->Filter
播放一介书生	F->DL->Music->Filter
彭丽媛唱的歌	F->DL->Music->Filter
播放冷风吹	F->DL->Music->Filter
我要爱你一点	O
播放嘴巴嘟嘟	F->DL->Music->Filter
打的播放我爱你的歌	O
听星星点灯	F->DL->Music->Filter
我要看萧敬腾-王妃2.0	F->DL->Music->Filter
小龙的歌	F->DL->Music->Filter
来一首歌带	F->DL->Music->Filter
唱一首歌给我听	F->DL->Music->Filter
我想听过客再见只是陌生人	O
杨怡的歌	F->DL->Music->Filter
我想听轻轻可过	O
画心	F->DL->Music->Filter
播放第六播放冷漠唱的	F->DL->Music->Filter
布娃娃	F->DL->Music->Filter
帮我找找做完美小孩	O
歌曲亲爱的姑娘	F->DL->Music->Filter
猪我想留在你身边	O
请干杯	O
旺旺给你的歌	O
我要听下一页的我	F->DL->Music->Filter
我唱的音乐	O
听侯旭的歌曲	F->DL->Music->Filter
播放案发现场	F->DL->Music->Filter
刘若英的音乐	F->DL->Music->Filter
我想听刘芳的青花瓷	F->DL->Music->Filter
打开屏幕	O
有没有小毛驴的	O
我想唱军中绿花	F->DL->Music->Filter
我犯错了	O
你给我听闻画面我想世界	O
请放过我啦	O
歌曲黑龙	F->DL->Music->Filter
飞了	O
我要听陪着你走	F->DL->Music->Filter
安宇唱儿歌	F->DL->Music->Filter
我想听歌曲一言难尽	F->DL->Music->Filter
我想听烟花易冷	F->DL->Music->Filter
我想看我想听你说话啦	O
查一下天波唱的什么歌	O
我想听惜君的心在跳情在烧	O
听刘德华的音乐	F->DL->Music->Filter
我要听听味道	F->DL->Music->Filter
再多我要看刀光剑影	O
冷漠冷漠的歌曲小三	F->DL->Music->Filter
嗯朋友的心	O
让我热	O
听海张惠妹	F->DL->Music->Filter
歌曲伤不起	F->DL->Music->Filter
落花之歌	O
不能我要听歌	O
走音中的音乐	O
哪里有儿童歌呢	F->DL->Music->Filter
吴奇隆唱老婆你辛苦了	F->DL->Music->Filter
播放小丸子	O
来一首什么都没说	F->DL->Music->Filter
我要看秘密世界开始播放	O
我要听小水果	F->DL->Music->Filter
播放歌曲无奈	F->DL->Music->Filter
我想听大城小爱	F->DL->Music->Filter
推荐英文歌	F->DL->Music->Filter
挂生日快乐歌	F->DL->Music->Filter
我等着你呢	O
宋小宝的夏天	O
兄弟干杯	F->DL->Music->Filter
我想听孙露的音乐	F->DL->Music->Filter
太湖美	F->DL->Music->Filter
满文军的懂你	F->DL->Music->Filter
我要听爷爷	F->DL->Music->Filter
帮我喂唱的歌	O
音乐的玻璃心	F->DL->Music->Filter
播放流行	F->DL->Music->Filter
我想听我站在草原望北京	F->DL->Music->Filter
我想听但愿人长久	F->DL->Music->Filter
我要听尚雯婕的歌	F->DL->Music->Filter
我要过我要花悸音乐儿歌	O
歌曲dj	F->DL->Music->Filter
别太傻	O
你教我爱你一辈子	O
我的耳朵播放悔恨的泪	F->DL->Music->Filter
我要听一下咿呀呀	F->DL->Music->Filter
我想听杨钰莹的歌曲	F->DL->Music->Filter
歌曲成都f	F->DL->Music->Filter
播放一下往事	F->DL->Music->Filter
那你妈妈不玩唱的没有你陪伴我真的好孤单	O
播放小雪人	O
我想听和你一样	F->DL->Music->Filter
父亲dj	F->DL->Music->Filter
对象	O
我好难过啊	O
妈妈呀妈妈我想你	O
打开好听音乐	O
看看你看看这首歌	O
冲冲冲	F->DL->Music->Filter
小听儿歌	F->DL->Music->Filter
我要听流行的dj音乐	F->DL->Music->Filter
播放歌曲离人	F->DL->Music->Filter
李芳音乐	F->DL->Music->Filter
我想听左手	F->DL->Music->Filter
我都听不懂你的	O
你的门丽的歌曲	O
我要听一娃一千个伤心的理由	F->DL->Music->Filter
筷子兄弟的小苹果	F->DL->Music->Filter
我想看广场舞今夜舞起来	F->DL->Music->Filter
我要买你的心	O
播放一首歌曲缘分	F->DL->Music->Filter
我想听李宗盛的山丘	F->DL->Music->Filter
我想看邋遢大王	F->DL->Music->Filter
她说呀	O
你今天给我打开我要听王凯啊	F->DL->Music->Filter
播放追光者	F->DL->Music->Filter
阿鲁阿卓的国语歌曲	O
我要听群星唱的歌	F->DL->Music->Filter
来一首仰慕的花样年华	O
我唱世上只有妈妈好	F->DL->Music->Filter
我想看陪你看说唱	O
我要听简单	F->DL->Music->Filter
今天新年歌	O
衣服我要听浮生未歇	F->DL->Music->Filter
放凉歌曲	O
拷红	F->DL->Music->Filter
我要听我要听江南	F->DL->Music->Filter
我要唱歌吧	O
我要看吴克羣-亲亲我的宝贝梦想星搭档梦想盛典现场版14/01/30	F->DL->Music->Filter
王子唱的歌	O
我想听赵鹏的天涯	F->DL->Music->Filter
阿木儿歌	F->DL->Music->Filter
天涯歌曲	F->DL->Music->Filter
听歌曲把酒倒满	F->DL->Music->Filter
你放手	O
搜索你不来我不老	F->DL->Music->Filter
安七炫安七炫的歌曲	F->DL->Music->Filter
我要听叶倩文的潇洒走一回	F->DL->Music->Filter
逆战的歌	F->DL->Music->Filter
播放英文歌曲	F->DL->Music->Filter
歌曲又见山里红	F->DL->Music->Filter
我要听大梦想	F->DL->Music->Filter
想听歌	F->DL->Music->Filter
我想听巴啦啦小魔仙歌曲	F->DL->Music->Filter
许巍蓝莲花	F->DL->Music->Filter
陈粒的歌	F->DL->Music->Filter
我想听好听的歌	F->DL->Music->Filter
我是今天好想你	O
来一首母亲	F->DL->Music->Filter
我要听多少喜悦的儿歌	O
月半小夜曲	F->DL->Music->Filter
来一首张碧晨的凉凉	F->DL->Music->Filter
来一首唱歌的	O
我要我要听严总高飞	O
我想听倍儿爽	F->DL->Music->Filter
那就这样了吧	O
我想要你唱摇篮曲	F->DL->Music->Filter
你是幸福	O
我想听天在下雨	O
我想听你唱的歌	F->DL->Music->Filter
我也不好听	O
乌兰图雅的天边	F->DL->Music->Filter
播放三世十里桃花歌曲	O
帮我播放刘德华的歌曲	F->DL->Music->Filter
请吹吹风	F->DL->Music->Filter
播放不如忘了吧	O
七活出爱	O
帮我红带多我要听音乐	O
你太任性了	O
播放歌曲我们一样	O
我要听赵鹏的音乐	F->DL->Music->Filter
那闻闻王菲梦想	O
我要听雨天	F->DL->Music->Filter
江南style歌曲	F->DL->Music->Filter
我想听你若成风	F->DL->Music->Filter
播放歌曲回娘家	F->DL->Music->Filter
张国荣的歌曲	F->DL->Music->Filter
的歌曲	O
我想听热门音乐	F->DL->Music->Filter
今千秋	O
我想听少年说	F->DL->Music->Filter
我们的耳朵我想听朋友的酒	O
来一首歌儿童	F->DL->Music->Filter
周杰伦的歌曲	F->DL->Music->Filter
我想我想听林心如	F->DL->Music->Filter
我想听遇见你	F->DL->Music->Filter
来一首勿忘我	F->DL->Music->Filter
北京一夜	F->DL->Music->Filter
听陈奕迅的歌	F->DL->Music->Filter
听月光曲	F->DL->Music->Filter
我要听感觉自己萌萌哒	F->DL->Music->Filter
确定我知道了	O
看妈妈的吻	O
这个熊啊你不会唱歌	O
嗯少儿歌曲	F->DL->Music->Filter
播放k的歌	O
保卫黄河	F->DL->Music->Filter
我要听胡歌	F->DL->Music->Filter
给我放段音乐	F->DL->Music->Filter
杨钰莹的心雨	F->DL->Music->Filter
播放汪峰的一起摇摆	F->DL->Music->Filter
音乐你不来我不老	F->DL->Music->Filter
石头唱的歌	F->DL->Music->Filter
来一首梁博的歌	F->DL->Music->Filter
播放马天宇	F->DL->Music->Filter
歌曲爱你一万年	F->DL->Music->Filter
我哭不出来	O
来一首刘德华的陈奕迅	F->DL->Music->Filter
播放歌曲爱的血泪史	F->DL->Music->Filter
罗琦战士	O
放一首爱你的音乐	F->DL->Music->Filter
播放王晨光	F->DL->Music->Filter
粤语歌曲	F->DL->Music->Filter
周杰伦的歌是你	O
网络有什么好歌	F->DL->Music->Filter
牛仔很忙	F->DL->Music->Filter
别说话才呀	O
我想还是冷风吹	O
都不痛	O
花开	F->DL->Music->Filter
我要听这是儿童歌	F->DL->Music->Filter
社会摇歌曲	F->DL->Music->Filter
干杯	O
飞翔鸟三	O
空心	F->DL->Music->Filter
我想听薛之谦的音乐	F->DL->Music->Filter
我想听刀郎唱的歌	F->DL->Music->Filter
那你嫁给我	O
轮唱的歌	O
歌曲远足高飞	O
来一首光年之外	F->DL->Music->Filter
歌曲大约在冬季	F->DL->Music->Filter
我要听我们注定在一起	F->DL->Music->Filter
吴亦凡和赵丽颖的歌	F->DL->Music->Filter
我想听100万个可能	F->DL->Music->Filter
我想听过吗过马路的歌曲	F->DL->Music->Filter
我想听笑看风云	F->DL->Music->Filter
我哥你是老歌	O
中文摇滚歌曲	F->DL->Music->Filter
我要听一个理由	F->DL->Music->Filter
我想听周坤剑的歌我想听周冰倩的歌	O
播放不分手的恋爱	F->DL->Music->Filter
唱一首妈妈是世上只有妈妈好	O
我要听约定	F->DL->Music->Filter
也请你以后	O
我想听135爱你	O
我要听那年夏天	F->DL->Music->Filter
想唱歌	F->DL->Music->Filter
来一首菊花台	F->DL->Music->Filter
来一首薛之谦的歌	F->DL->Music->Filter
我想听歌曲母亲	F->DL->Music->Filter
我想听新在心里从此有个你	F->DL->Music->Filter
费玉清的涛声依旧	F->DL->Music->Filter
我要歌曲哦	F->DL->Music->Filter
播放说我错啦	O
播放我的身边	O
我想听爱拼才会赢	F->DL->Music->Filter
播放为你唱歌	F->DL->Music->Filter
郑爽的歌	F->DL->Music->Filter
新唱的歌	O
听李谷一唱的歌	F->DL->Music->Filter
来了再爱我一次	O
我想听林俊杰的音乐	F->DL->Music->Filter
落一滴泪	O
我要听9420的歌	O
往前一步	F->DL->Music->Filter
我要什么这首歌	O
青花瓷歌曲	F->DL->Music->Filter
曾经林志颖播放	F->DL->Music->Filter
我想听美酒加咖啡	F->DL->Music->Filter
歌曲情疯了	O
我想听梦中的蝴蝶歌曲	F->DL->Music->Filter
我要听爱上你是一个错	F->DL->Music->Filter
音乐少年英雄	F->DL->Music->Filter
我想我想听听	F->DL->Music->Filter
搜索快乐酷宝	F->DL->Music->Filter
我要听牵手	F->DL->Music->Filter
粤语dj串烧	O
我要我要调播放	O
下雨了	O
我的女人	F->DL->Music->Filter
我想卖花姑娘播放着呢	F->DL->Music->Filter
播放逆流成河	F->DL->Music->Filter
冷雨的校歌曲	F->DL->Music->Filter
播放上学歌	F->DL->Music->Filter
我想听费玉清的一剪梅	F->DL->Music->Filter
明天你好歌曲	F->DL->Music->Filter
播放好听的英文歌	O
让我不懂	O
我要听歌曲风筝误	F->DL->Music->Filter
点播姑娘动了我的心	F->DL->Music->Filter
歌曲小宝贝	F->DL->Music->Filter
陶钰玉的你会爱我到什么时候	F->DL->Music->Filter
这世上只有一个你	O
我想听我的世界	F->DL->Music->Filter
笑小小虫	O
播放变形播放黑猫警长	F->DL->Music->Filter
刘和刚的歌	F->DL->Music->Filter
爱如果可以	O
我想听音乐逆战	F->DL->Music->Filter
我要听我的小苹果	F->DL->Music->Filter
听第一个	O
播放毕业情歌	O
我要听异类	F->DL->Music->Filter
任贤齐的天涯	F->DL->Music->Filter
我想听陈思思的歌	F->DL->Music->Filter
歌曲就是喜欢你	F->DL->Music->Filter
看李易峰唱歌	F->DL->Music->Filter
爱情买卖	F->DL->Music->Filter
我要听横陈情歌	O
唱一首天安唱的天空	O
播放i do	F->DL->Music->Filter
播放大浪漫主义	F->DL->Music->Filter
我要看最终话	O
放开我的	O
歌曲以后一晃就老	O
我想唱一首歌叫我的快乐就是想你	F->DL->Music->Filter
伤心太平洋	F->DL->Music->Filter
我要看Every Night	F->DL->Music->Filter
听听下一首	O
我想听刘德华歌曲	F->DL->Music->Filter
请帮我放流行音乐	F->DL->Music->Filter
疯大耳朵我要听音乐	F->DL->Music->Filter
这个身边	O
我要咪我想听音乐	O
我要听筷子兄弟	F->DL->Music->Filter
我想听成龙的歌	F->DL->Music->Filter
最新歌曲	F->DL->Music->Filter
播放野花	F->DL->Music->Filter
播放老师颂	F->DL->Music->Filter
我要听送战友这个普林刀郎刀郎	O
张卫健谈英雄	O
勇敢	F->DL->Music->Filter
这里	O
播放歌曲兄弟	O
播放一首南宫嘉骏	F->DL->Music->Filter
怎么老是播放不了	O
登儿歌	O
我要听你的歌	F->DL->Music->Filter
我要听今生有你	F->DL->Music->Filter
我想听董楠	F->DL->Music->Filter
爱的世界只有你	F->DL->Music->Filter
播放大头请打开音乐听听	O
这刚好遇见你	F->DL->Music->Filter
播放名叫牵手	F->DL->Music->Filter
帮我放个歌	F->DL->Music->Filter
给我啰哈啰快乐	O
雪山姑娘	F->DL->Music->Filter
拥抱着你离去dj	F->DL->Music->Filter
播放冰雨	F->DL->Music->Filter
我想听李健的贝加尔湖畔	F->DL->Music->Filter
放一首dj	F->DL->Music->Filter
我想听蜗牛	F->DL->Music->Filter
放我们不一样	F->DL->Music->Filter
我想听王子妙歌	O
搜索妈妈的心	F->DL->Music->Filter
我想听月光	F->DL->Music->Filter
播放我要跳舞	F->DL->Music->Filter
歌曲明天你好tfboys	F->DL->Music->Filter
我想听画情透骨这首歌	O
我可能要李白歌曲	F->DL->Music->Filter
张学友一对寂寞心	F->DL->Music->Filter
我要唱精忠报国	F->DL->Music->Filter
亨快乐酷宝歌	O
播放遇见你	F->DL->Music->Filter
我要听飞行日记	F->DL->Music->Filter
快乐小猪	F->DL->Music->Filter
甜蜜秘密	O
搜索金莎的歌	F->DL->Music->Filter
张明敏的歌	F->DL->Music->Filter
张学友音乐	F->DL->Music->Filter
听邓丽君的歌曲	F->DL->Music->Filter
来一首真的好想你	F->DL->Music->Filter
播放歌曲踩踩踩踩	O
我想了想这首歌	O
我我想听差一步	F->DL->Music->Filter
花心啊	O
我要听好不好	F->DL->Music->Filter
我们可以玩一个游戏吗	O
我要看筷子兄弟-小苹果现场版	F->DL->Music->Filter
听我承认	F->DL->Music->Filter
唱过的歌曲	F->DL->Music->Filter
播放好运来	F->DL->Music->Filter
hello我想听歌	F->DL->Music->Filter
播放九九艳阳天	F->DL->Music->Filter
我要听蒋大为的牡丹之歌	F->DL->Music->Filter
张韶涵的在人间	F->DL->Music->Filter
我要听歌我一起来	F->DL->Music->Filter
卓依婷唱歌	F->DL->Music->Filter
歌曲火火的情郎	F->DL->Music->Filter
小水果筷子兄弟	F->DL->Music->Filter
我要听姜育恒的歌	F->DL->Music->Filter
听话哦	O
上一万个为什么	O
我想听爱残唱的歌	O
开始播放爱笑的眼睛	F->DL->Music->Filter
播放李宇春的歌曲下个路口见	F->DL->Music->Filter
要听周杰伦	F->DL->Music->Filter
青春没有终点	O
播放林妙可唱的童年	F->DL->Music->Filter
你想家	O
我想听何龙雨	F->DL->Music->Filter
播放姐儿歌	O
我要看老歌我要听老歌	F->DL->Music->Filter
歌曲舞女泪	F->DL->Music->Filter
我想听赵薇	F->DL->Music->Filter
听一下毛不易的歌	F->DL->Music->Filter
我要听海涛	O
播放大耳朵听我唱汪峰队歌	O
播放歌曲等爱的玫瑰	F->DL->Music->Filter
我要听薛之谦的歌	F->DL->Music->Filter
儿童歌曲	F->DL->Music->Filter
想听歌曲	F->DL->Music->Filter
我要看陪你看说唱	F->DL->Music->Filter
播放歌曲沉默是金	F->DL->Music->Filter
我想听坏姐姐	F->DL->Music->Filter
播放歌曲100万个可能	F->DL->Music->Filter
杨坤的音乐	F->DL->Music->Filter
音乐阴谋	F->DL->Music->Filter
播放王子勒大哥	O
歪打正着我要听的歌	F->DL->Music->Filter
我我要听水中央	F->DL->Music->Filter
播放彭筝的太想你	O
播放播放草蜢的失恋	F->DL->Music->Filter
我要听周华健的花心	F->DL->Music->Filter
播放张小鱼	F->DL->Music->Filter
我要看韩宝仪《舞女泪》	F->DL->Music->Filter
邓丽君的何日君再来	F->DL->Music->Filter
帮我查一个歌叫做弱点	O
我要听听话话	O
我想听黄家驹的歌	F->DL->Music->Filter
播放滴答电	O
大鹏大耳朵我想听儿歌	F->DL->Music->Filter
你身边有人	O
你放一下遥控	F->DL->Music->Filter
打开音乐排行榜	F->DL->Music->Filter
放周杰伦歌曲	F->DL->Music->Filter
我是一条龙	O
播放巴啦啦小魔仙	F->DL->Music->Filter
停止播放音乐	O
请播放小三	F->DL->Music->Filter
我烦你	O
糖果行歌播放	O
请播放卓玛的歌曲	F->DL->Music->Filter
我想听快乐宝贝的歌	F->DL->Music->Filter
像风一样	F->DL->Music->Filter
放个十年	O
m一对你爱不完	O
儿歌咱们结婚吧	F->DL->Music->Filter
我不想放弃你	O
我想听一壶老酒	F->DL->Music->Filter
痛彻心扉	F->DL->Music->Filter
爱的启航这首歌	F->DL->Music->Filter
在多一点吧	O
歌曲今夜你在哪里	F->DL->Music->Filter
我要听歌曲你牛什么牛	O
我要听大海	F->DL->Music->Filter
今天我的世界	O
我想听不老的爸爸	F->DL->Music->Filter
张玮家女声	O
你讲播放陀螺	O
周传雄的黄昏	F->DL->Music->Filter
青白龙马	F->DL->Music->Filter
播放闪着泪光的决定	F->DL->Music->Filter
播放音乐情情路弯弯	O
播放最好的我们都在	O
给我唱歌	F->DL->Music->Filter
我要听相见恨晚	F->DL->Music->Filter
虽然我的生活	O
黎明的命运	O
樱樱花树下的约定	F->DL->Music->Filter
播放张宇演的歌曲	F->DL->Music->Filter
请播放歌曲为你等待	F->DL->Music->Filter
春风吹的歌	F->DL->Music->Filter
打开陈伟霆的	F->DL->Music->Filter
闪灵是邱永传	O
我想听王嘉尔的歌	F->DL->Music->Filter
二宝tmd音乐	O
我想听筷子兄弟的小苹果	F->DL->Music->Filter
洪辰唱的歌	F->DL->Music->Filter
我要看周润发唱的歌	F->DL->Music->Filter
帮我我要听音乐	F->DL->Music->Filter
我想听自由自由	F->DL->Music->Filter
毛宁的歌曲	F->DL->Music->Filter
但愿你我的歌音乐	O
劲爆舞曲	F->DL->Music->Filter
伍佰的歌	F->DL->Music->Filter
我想我想听我是一个兵的歌	F->DL->Music->Filter
我要听飘雪	F->DL->Music->Filter
歌曲怀念青春	F->DL->Music->Filter
我要听神经病之歌	F->DL->Music->Filter
我想听歌曲甘心情愿爱着你	F->DL->Music->Filter
花开的	O
歌曲牵牵我的手	F->DL->Music->Filter
我想听陪你度过漫长岁月	F->DL->Music->Filter
杨洋告诉我	O
新勇敢的心	O
我想听歌曲凉凉	F->DL->Music->Filter
我要听海阔天空	F->DL->Music->Filter
我想听dj的歌	F->DL->Music->Filter
我想听张惠妹的歌	F->DL->Music->Filter
刚好看见你	O
播放戈美世界	O
我刚打我的老父亲	F->DL->Music->Filter
谭要听孙燕姿的歌	F->DL->Music->Filter
望月	F->DL->Music->Filter
播放平凡之路	F->DL->Music->Filter
啊我要听张韶涵的歌	F->DL->Music->Filter
最火的歌曲	F->DL->Music->Filter
我想听张靓颖的歌	F->DL->Music->Filter
我要听黄磊的歌曲	F->DL->Music->Filter
水果拳歌曲	F->DL->Music->Filter
我要给我打开baby	F->DL->Music->Filter
今晚	O
听英文歌曲	F->DL->Music->Filter
我要听甜恋歌曲	O
歌曲上海滩	F->DL->Music->Filter
我想听雪绒花	F->DL->Music->Filter
猪猪宝贝	F->DL->Music->Filter
听张也的歌	F->DL->Music->Filter
我可以抱你吗	F->DL->Music->Filter
播放夜歌	F->DL->Music->Filter
给我唱个歌曲吧	F->DL->Music->Filter
我要看3首张学友非常好听的歌,《夕阳醉了》《心如刀割》,不愧是歌神	F->DL->Music->Filter
雨泪抱拥陈慧娴	O
我要听我是歌手的歌	O
哎呀	O
动漫歌曲	F->DL->Music->Filter
播放罗我要听歌	F->DL->Music->Filter
休息	O
播放爱火	F->DL->Music->Filter
我想听为你守护	O
凤凰传奇美丽的草原	F->DL->Music->Filter
播放沙溢	F->DL->Music->Filter
随便放点音乐	F->DL->Music->Filter
我听我们的我们不一样	O
哦bye bye	O
帮我打开我想听忘情水	F->DL->Music->Filter
我想看我的千千阙歌	F->DL->Music->Filter
我想唱一首歌歌	O
死心塌地爱你	O
我们很无奈	O
播放歌曲扎西哥哥	F->DL->Music->Filter
想看我热恋的故乡	O
歌曲爱	F->DL->Music->Filter
你一个人	F->DL->Music->Filter
放电灯胆	F->DL->Music->Filter
一万个理由	F->DL->Music->Filter
音乐传	F->DL->Music->Filter
查找歌曲九寨欢迎你	F->DL->Music->Filter
刘牧的歌曲	F->DL->Music->Filter
鹿晗的歌曲	F->DL->Music->Filter
我要听我只在乎你	F->DL->Music->Filter
歌曲老师你好	F->DL->Music->Filter
赵本山唱的我的好兄弟	F->DL->Music->Filter
帮我放首歌听听	F->DL->Music->Filter
播放长路歌	O
老猫的秘密	O
天路韩红唱的歌	F->DL->Music->Filter
播放拥抱你离去一	F->DL->Music->Filter
播放申菲的得不到的爱	O
神曲	O
大漠江湖	O
怎样	O
一闪一闪	F->DL->Music->Filter
放放黄土高坡	F->DL->Music->Filter
我也听的歌	O
我想听秋裤大叔的	F->DL->Music->Filter
十五的月亮董文华	F->DL->Music->Filter
随便推荐一些歌曲	O
那就算了吧	F->DL->Music->Filter
我要听黄昏	F->DL->Music->Filter
新套马杆	F->DL->Music->Filter
播放夜的钢琴曲	F->DL->Music->Filter
我要看红旗飘飘	F->DL->Music->Filter
我要听当兵干什么	F->DL->Music->Filter
我想听紫色烟花	F->DL->Music->Filter
播放麻花辫子	F->DL->Music->Filter
我想听三套车	F->DL->Music->Filter
小小太阳	F->DL->Music->Filter
我想听为爱痴狂	F->DL->Music->Filter
我想看我的小苹果	O
播放奉献	F->DL->Music->Filter
给我好的歌	F->DL->Music->Filter
我想看我想听歌	F->DL->Music->Filter
王刚的歌	F->DL->Music->Filter
dj英文歌	O
刚刚人家帮我打开李宇春唱的歌	O
我要听爸爸的雪花	F->DL->Music->Filter
我要听橄榄树	F->DL->Music->Filter
love youlove you	O
帮我搜小孩唱歌	O
歌曲我想静静	F->DL->Music->Filter
王二妮的歌曲	F->DL->Music->Filter
来一首流行版	F->DL->Music->Filter
播放长空	F->DL->Music->Filter
过年该听什么歌呢	F->DL->Music->Filter
找一下国歌国歌	O
呼斯楞的歌	F->DL->Music->Filter
唱红歌还	O
我想不能忘记的歌	O
放稻香吧	F->DL->Music->Filter
天涯明月心	F->DL->Music->Filter
嗯我小贝儿歌	O
王菲的歌啊	F->DL->Music->Filter
再见好听的歌曲	O
我要听老公赚钱老婆花	F->DL->Music->Filter
我要听说爱你	F->DL->Music->Filter
纳兰的歌	F->DL->Music->Filter
我想听白龙马	F->DL->Music->Filter
放一首三套车	F->DL->Music->Filter
你听我说	O
登九妹	O
帮我打开音乐	F->DL->Music->Filter
播放忘歌	O
我想听说唱就唱	O
我要听童安格的	F->DL->Music->Filter
歌曲老爸	F->DL->Music->Filter
